Year,Gebietseinheit,sex,GeoCode,Value
2017,Grafschaft Bentheim,maennlich,K03456,11640
2017,Grafschaft Bentheim,weiblich,K03456,9500
2018,Grafschaft Bentheim,,K03456,21550
2018,Grafschaft Bentheim,maennlich,K03456,11820
2018,Grafschaft Bentheim,weiblich,K03456,9725
1978,Leer,,K03457,1582
1978,Leer,maennlich,K03457,877
1978,Leer,weiblich,K03457,705
1979,Leer,,K03457,1627
1979,Leer,maennlich,K03457,893
1979,Leer,weiblich,K03457,734
1980,Leer,,K03457,1699
1980,Leer,maennlich,K03457,960
1980,Leer,weiblich,K03457,739
1981,Leer,,K03457,1824
1981,Leer,maennlich,K03457,1040
1981,Leer,weiblich,K03457,784
1982,Leer,,K03457,1828
1982,Leer,maennlich,K03457,1041
1982,Leer,weiblich,K03457,787
1983,Leer,,K03457,1828
1983,Leer,maennlich,K03457,1026
1983,Leer,weiblich,K03457,802
1984,Leer,,K03457,1803
1984,Leer,maennlich,K03457,996
1984,Leer,weiblich,K03457,807
1985,Leer,,K03457,1928
1985,Leer,maennlich,K03457,1102
1985,Leer,weiblich,K03457,826
1986,Leer,,K03457,2310
1986,Leer,maennlich,K03457,1332
1986,Leer,weiblich,K03457,978
1987,Leer,,K03457,2368
1987,Leer,maennlich,K03457,1346
1987,Leer,weiblich,K03457,1022
1990,Leer,,K03457,2679
1990,Leer,maennlich,K03457,1486
1990,Leer,weiblich,K03457,1193
1991,Leer,,K03457,3140
1991,Leer,maennlich,K03457,1754
1991,Leer,weiblich,K03457,1386
1992,Leer,,K03457,3923
1992,Leer,maennlich,K03457,2229
1992,Leer,weiblich,K03457,1694
1993,Leer,,K03457,4033
1993,Leer,maennlich,K03457,2251
1993,Leer,weiblich,K03457,1782
1994,Leer,,K03457,4279
1994,Leer,maennlich,K03457,2351
1994,Leer,weiblich,K03457,1928
1995,Leer,,K03457,4873
1995,Leer,maennlich,K03457,2709
1995,Leer,weiblich,K03457,2164
1996,Leer,,K03457,5197
1996,Leer,maennlich,K03457,2874
1996,Leer,weiblich,K03457,2323
1997,Leer,,K03457,5142
1997,Leer,maennlich,K03457,2816
1997,Leer,weiblich,K03457,2326
1998,Leer,,K03457,5430
1998,Leer,maennlich,K03457,2993
1998,Leer,weiblich,K03457,2437
1999,Leer,,K03457,5603
1999,Leer,maennlich,K03457,3052
1999,Leer,weiblich,K03457,2551
2000,Leer,,K03457,5846
2000,Leer,maennlich,K03457,3189
2000,Leer,weiblich,K03457,2657
2001,Leer,,K03457,6151
2001,Leer,maennlich,K03457,3353
2001,Leer,weiblich,K03457,2798
2002,Leer,,K03457,6249
2002,Leer,maennlich,K03457,3404
2002,Leer,weiblich,K03457,2845
2003,Leer,,K03457,6390
2003,Leer,maennlich,K03457,3417
2003,Leer,weiblich,K03457,2973
2004,Leer,,K03457,6031
2004,Leer,maennlich,K03457,3161
2004,Leer,weiblich,K03457,2870
2005,Leer,,K03457,6519
2005,Leer,maennlich,K03457,3459
2005,Leer,weiblich,K03457,3060
2006,Leer,,K03457,6700
2006,Leer,maennlich,K03457,3550
2006,Leer,weiblich,K03457,3150
2007,Leer,,K03457,7060
2007,Leer,maennlich,K03457,3785
2007,Leer,weiblich,K03457,3275
2008,Leer,,K03457,7139
2008,Leer,maennlich,K03457,3816
2008,Leer,weiblich,K03457,3323
2009,Leer,,K03457,6974
2009,Leer,maennlich,K03457,3626
2009,Leer,weiblich,K03457,3348
2010,Leer,,K03457,7130
2010,Leer,maennlich,K03457,3715
2010,Leer,weiblich,K03457,3415
2011,Leer,,K03457,7472
2011,Leer,maennlich,K03457,3921
2011,Leer,weiblich,K03457,3551
2012,Leer,,K03457,7867
2012,Leer,maennlich,K03457,4202
2012,Leer,weiblich,K03457,3665
2013,Leer,,K03457,8388
2013,Leer,maennlich,K03457,4500
2013,Leer,weiblich,K03457,3888
2014,Leer,,K03457,9314
2014,Leer,maennlich,K03457,5059
2014,Leer,weiblich,K03457,4255
2015,Leer,,K03457,10851
2015,Leer,maennlich,K03457,6087
2015,Leer,weiblich,K03457,4764
2016,Leer,,K03457,12320
2016,Leer,maennlich,K03457,6965
2016,Leer,weiblich,K03457,5355
2017,Leer,,K03457,12705
2017,Leer,maennlich,K03457,7195
2017,Leer,weiblich,K03457,5510
2018,Leer,,K03457,13610
2018,Leer,maennlich,K03457,7785
2018,Leer,weiblich,K03457,5820
1978,Oldenburg,,K03458,1075
1978,Oldenburg,maennlich,K03458,621
1978,Oldenburg,weiblich,K03458,454
1979,Oldenburg,,K03458,1139
1979,Oldenburg,maennlich,K03458,666
1979,Oldenburg,weiblich,K03458,473
1980,Oldenburg,,K03458,1329
1980,Oldenburg,maennlich,K03458,774
1980,Oldenburg,weiblich,K03458,555
1981,Oldenburg,,K03458,1451
1981,Oldenburg,maennlich,K03458,847
1981,Oldenburg,weiblich,K03458,604
1982,Oldenburg,,K03458,1437
1982,Oldenburg,maennlich,K03458,805
1982,Oldenburg,weiblich,K03458,632
1983,Oldenburg,,K03458,1433
1983,Oldenburg,maennlich,K03458,775
1983,Oldenburg,weiblich,K03458,658
1984,Oldenburg,,K03458,1453
1984,Oldenburg,maennlich,K03458,793
1984,Oldenburg,weiblich,K03458,660
1985,Oldenburg,,K03458,1682
1985,Oldenburg,maennlich,K03458,958
1985,Oldenburg,weiblich,K03458,724
1986,Oldenburg,,K03458,1837
1986,Oldenburg,maennlich,K03458,1063
1986,Oldenburg,weiblich,K03458,774
1987,Oldenburg,,K03458,1828
1987,Oldenburg,maennlich,K03458,995
1987,Oldenburg,weiblich,K03458,833
1990,Oldenburg,,K03458,2204
1990,Oldenburg,maennlich,K03458,1182
1990,Oldenburg,weiblich,K03458,1022
1991,Oldenburg,,K03458,2467
1991,Oldenburg,maennlich,K03458,1337
1991,Oldenburg,weiblich,K03458,1130
1992,Oldenburg,,K03458,3071
1992,Oldenburg,maennlich,K03458,1774
1992,Oldenburg,weiblich,K03458,1297
1993,Oldenburg,,K03458,3299
1993,Oldenburg,maennlich,K03458,1813
1993,Oldenburg,weiblich,K03458,1486
1994,Oldenburg,,K03458,3527
1994,Oldenburg,maennlich,K03458,1884
1994,Oldenburg,weiblich,K03458,1643
1995,Oldenburg,,K03458,3792
1995,Oldenburg,maennlich,K03458,2017
1995,Oldenburg,weiblich,K03458,1775
1996,Oldenburg,,K03458,3818
1996,Oldenburg,maennlich,K03458,2020
1996,Oldenburg,weiblich,K03458,1798
1997,Oldenburg,,K03458,3695
1997,Oldenburg,maennlich,K03458,1929
1997,Oldenburg,weiblich,K03458,1766
1998,Oldenburg,,K03458,3700
1998,Oldenburg,maennlich,K03458,1960
1998,Oldenburg,weiblich,K03458,1740
1999,Oldenburg,,K03458,3864
1999,Oldenburg,maennlich,K03458,2028
1999,Oldenburg,weiblich,K03458,1836
2000,Oldenburg,,K03458,3906
2000,Oldenburg,maennlich,K03458,2012
2000,Oldenburg,weiblich,K03458,1894
2001,Oldenburg,,K03458,3985
2001,Oldenburg,maennlich,K03458,2052
2001,Oldenburg,weiblich,K03458,1933
2002,Oldenburg,,K03458,4040
2002,Oldenburg,maennlich,K03458,2058
2002,Oldenburg,weiblich,K03458,1982
2003,Oldenburg,,K03458,4207
2003,Oldenburg,maennlich,K03458,2146
2003,Oldenburg,weiblich,K03458,2061
2004,Oldenburg,,K03458,4197
2004,Oldenburg,maennlich,K03458,2149
2004,Oldenburg,weiblich,K03458,2048
2005,Oldenburg,,K03458,4295
2005,Oldenburg,maennlich,K03458,2155
2005,Oldenburg,weiblich,K03458,2140
2006,Oldenburg,,K03458,4397
2006,Oldenburg,maennlich,K03458,2221
2006,Oldenburg,weiblich,K03458,2176
2007,Oldenburg,,K03458,4428
2007,Oldenburg,maennlich,K03458,2229
2007,Oldenburg,weiblich,K03458,2199
2008,Oldenburg,,K03458,4430
2008,Oldenburg,maennlich,K03458,2229
2008,Oldenburg,weiblich,K03458,2201
2009,Oldenburg,,K03458,4796
2009,Oldenburg,maennlich,K03458,2472
2009,Oldenburg,weiblich,K03458,2324
2010,Oldenburg,,K03458,5240
2010,Oldenburg,maennlich,K03458,2749
2010,Oldenburg,weiblich,K03458,2491
2011,Oldenburg,,K03458,5793
2011,Oldenburg,maennlich,K03458,3097
2011,Oldenburg,weiblich,K03458,2696
2012,Oldenburg,,K03458,6328
2012,Oldenburg,maennlich,K03458,3458
2012,Oldenburg,weiblich,K03458,2870
2013,Oldenburg,,K03458,7080
2013,Oldenburg,maennlich,K03458,3946
2013,Oldenburg,weiblich,K03458,3134
2014,Oldenburg,,K03458,7810
2014,Oldenburg,maennlich,K03458,4400
2014,Oldenburg,weiblich,K03458,3410
2015,Oldenburg,,K03458,9373
2015,Oldenburg,maennlich,K03458,5353
2015,Oldenburg,weiblich,K03458,4020
2016,Oldenburg,,K03458,10860
2016,Oldenburg,maennlich,K03458,6230
2016,Oldenburg,weiblich,K03458,4630
2017,Oldenburg,,K03458,11375
2017,Oldenburg,maennlich,K03458,6455
2017,Oldenburg,weiblich,K03458,4920
2018,Oldenburg,,K03458,11595
2018,Oldenburg,maennlich,K03458,6485
2018,Oldenburg,weiblich,K03458,5115
1978,Osnabrück,,K03459,7964
1978,Osnabrück,maennlich,K03459,4563
1978,Osnabrück,weiblich,K03459,3401
1979,Osnabrück,,K03459,8633
1979,Osnabrück,maennlich,K03459,5028
1979,Osnabrück,weiblich,K03459,3605
1980,Osnabrück,,K03459,9346
1980,Osnabrück,maennlich,K03459,5484
1980,Osnabrück,weiblich,K03459,3862
1981,Osnabrück,,K03459,9859
1981,Osnabrück,maennlich,K03459,5742
1981,Osnabrück,weiblich,K03459,4117
1982,Osnabrück,,K03459,9807
1982,Osnabrück,maennlich,K03459,5677
1982,Osnabrück,weiblich,K03459,4130
1983,Osnabrück,,K03459,9220
1983,Osnabrück,maennlich,K03459,5258
1983,Osnabrück,weiblich,K03459,3962
1984,Osnabrück,,K03459,8645
1984,Osnabrück,maennlich,K03459,4903
1984,Osnabrück,weiblich,K03459,3742
1985,Osnabrück,,K03459,8446
1985,Osnabrück,maennlich,K03459,4825
1985,Osnabrück,weiblich,K03459,3621
1986,Osnabrück,,K03459,8670
1986,Osnabrück,maennlich,K03459,4954
1986,Osnabrück,weiblich,K03459,3716
1987,Osnabrück,,K03459,8733
1987,Osnabrück,maennlich,K03459,4934
1987,Osnabrück,weiblich,K03459,3799
1990,Osnabrück,,K03459,10499
1990,Osnabrück,maennlich,K03459,5888
1990,Osnabrück,weiblich,K03459,4611
1991,Osnabrück,,K03459,10275
1991,Osnabrück,maennlich,K03459,5748
1991,Osnabrück,weiblich,K03459,4527
1992,Osnabrück,,K03459,13489
1992,Osnabrück,maennlich,K03459,7963
1992,Osnabrück,weiblich,K03459,5526
1993,Osnabrück,,K03459,14409
1993,Osnabrück,maennlich,K03459,8217
1993,Osnabrück,weiblich,K03459,6192
1994,Osnabrück,,K03459,14509
1994,Osnabrück,maennlich,K03459,8070
1994,Osnabrück,weiblich,K03459,6439
1995,Osnabrück,,K03459,15186
1995,Osnabrück,maennlich,K03459,8446
1995,Osnabrück,weiblich,K03459,6740
1996,Osnabrück,,K03459,16004
1996,Osnabrück,maennlich,K03459,8856
1996,Osnabrück,weiblich,K03459,7148
1997,Osnabrück,,K03459,16088
1997,Osnabrück,maennlich,K03459,8906
1997,Osnabrück,weiblich,K03459,7182
1998,Osnabrück,,K03459,15976
1998,Osnabrück,maennlich,K03459,8942
1998,Osnabrück,weiblich,K03459,7034
1999,Osnabrück,,K03459,16260
1999,Osnabrück,maennlich,K03459,9018
1999,Osnabrück,weiblich,K03459,7242
2000,Osnabrück,,K03459,16139
2000,Osnabrück,maennlich,K03459,8903
2000,Osnabrück,weiblich,K03459,7236
2001,Osnabrück,,K03459,16404
2001,Osnabrück,maennlich,K03459,9047
2001,Osnabrück,weiblich,K03459,7357
2002,Osnabrück,,K03459,16666
2002,Osnabrück,maennlich,K03459,9195
2002,Osnabrück,weiblich,K03459,7471
2003,Osnabrück,,K03459,16449
2003,Osnabrück,maennlich,K03459,8914
2003,Osnabrück,weiblich,K03459,7535
2004,Osnabrück,,K03459,16235
2004,Osnabrück,maennlich,K03459,8654
2004,Osnabrück,weiblich,K03459,7581
2005,Osnabrück,,K03459,16305
2005,Osnabrück,maennlich,K03459,8661
2005,Osnabrück,weiblich,K03459,7644
2006,Osnabrück,,K03459,16323
2006,Osnabrück,maennlich,K03459,8630
2006,Osnabrück,weiblich,K03459,7693
2007,Osnabrück,,K03459,16856
2007,Osnabrück,maennlich,K03459,8984
2007,Osnabrück,weiblich,K03459,7872
2008,Osnabrück,,K03459,17266
2008,Osnabrück,maennlich,K03459,9292
2008,Osnabrück,weiblich,K03459,7974
2009,Osnabrück,,K03459,17369
2009,Osnabrück,maennlich,K03459,9322
2009,Osnabrück,weiblich,K03459,8047
2010,Osnabrück,,K03459,17592
2010,Osnabrück,maennlich,K03459,9461
2010,Osnabrück,weiblich,K03459,8131
2011,Osnabrück,,K03459,18422
2011,Osnabrück,maennlich,K03459,10045
2011,Osnabrück,weiblich,K03459,8377
2012,Osnabrück,,K03459,19312
2012,Osnabrück,maennlich,K03459,10574
2012,Osnabrück,weiblich,K03459,8738
2013,Osnabrück,,K03459,20549
2013,Osnabrück,maennlich,K03459,11268
2013,Osnabrück,weiblich,K03459,9281
2014,Osnabrück,,K03459,22034
2014,Osnabrück,maennlich,K03459,11990
2014,Osnabrück,weiblich,K03459,10044
2015,Osnabrück,,K03459,24667
2015,Osnabrück,maennlich,K03459,13496
2015,Osnabrück,weiblich,K03459,11171
2016,Osnabrück,,K03459,29000
2016,Osnabrück,maennlich,K03459,16080
2016,Osnabrück,weiblich,K03459,12920
2017,Osnabrück,,K03459,30930
2017,Osnabrück,maennlich,K03459,17110
2017,Osnabrück,weiblich,K03459,13820
2018,Osnabrück,,K03459,32625
2018,Osnabrück,maennlich,K03459,17925
2018,Osnabrück,weiblich,K03459,14700
1978,Vechta,,K03460,1986
1978,Vechta,maennlich,K03460,1156
1978,Vechta,weiblich,K03460,830
1979,Vechta,,K03460,2258
1979,Vechta,maennlich,K03460,1323
1979,Vechta,weiblich,K03460,935
1980,Vechta,,K03460,2561
1980,Vechta,maennlich,K03460,1522
1980,Vechta,weiblich,K03460,1039
1981,Vechta,,K03460,2733
1981,Vechta,maennlich,K03460,1603
1981,Vechta,weiblich,K03460,1130
1982,Vechta,,K03460,2890
1982,Vechta,maennlich,K03460,1698
1982,Vechta,weiblich,K03460,1192
1983,Vechta,,K03460,2759
1983,Vechta,maennlich,K03460,1567
1983,Vechta,weiblich,K03460,1192
1984,Vechta,,K03460,2704
1984,Vechta,maennlich,K03460,1521
1984,Vechta,weiblich,K03460,1183
1985,Vechta,,K03460,2787
1985,Vechta,maennlich,K03460,1629
1985,Vechta,weiblich,K03460,1158
1986,Vechta,,K03460,2863
1986,Vechta,maennlich,K03460,1683
1986,Vechta,weiblich,K03460,1180
1987,Vechta,,K03460,2896
1987,Vechta,maennlich,K03460,1671
1987,Vechta,weiblich,K03460,1225
1990,Vechta,,K03460,3535
1990,Vechta,maennlich,K03460,2037
1990,Vechta,weiblich,K03460,1498
1991,Vechta,,K03460,4012
1991,Vechta,maennlich,K03460,2380
1991,Vechta,weiblich,K03460,1632
1992,Vechta,,K03460,4893
1992,Vechta,maennlich,K03460,2989
1992,Vechta,weiblich,K03460,1904
1993,Vechta,,K03460,5147
1993,Vechta,maennlich,K03460,3160
1993,Vechta,weiblich,K03460,1987
1994,Vechta,,K03460,5964
1994,Vechta,maennlich,K03460,3698
1994,Vechta,weiblich,K03460,2266
1995,Vechta,,K03460,6750
1995,Vechta,maennlich,K03460,4220
1995,Vechta,weiblich,K03460,2530
1996,Vechta,,K03460,7375
1996,Vechta,maennlich,K03460,4522
1996,Vechta,weiblich,K03460,2853
1997,Vechta,,K03460,7830
1997,Vechta,maennlich,K03460,4703
1997,Vechta,weiblich,K03460,3127
1998,Vechta,,K03460,7470
1998,Vechta,maennlich,K03460,4332
1998,Vechta,weiblich,K03460,3138
1999,Vechta,,K03460,7719
1999,Vechta,maennlich,K03460,4386
1999,Vechta,weiblich,K03460,3333
2000,Vechta,,K03460,8047
2000,Vechta,maennlich,K03460,4528
2000,Vechta,weiblich,K03460,3519
2001,Vechta,,K03460,8406
2001,Vechta,maennlich,K03460,4690
2001,Vechta,weiblich,K03460,3716
2002,Vechta,,K03460,8504
2002,Vechta,maennlich,K03460,4725
2002,Vechta,weiblich,K03460,3779
2003,Vechta,,K03460,8582
2003,Vechta,maennlich,K03460,4745
2003,Vechta,weiblich,K03460,3837
2004,Vechta,,K03460,8808
2004,Vechta,maennlich,K03460,4825
2004,Vechta,weiblich,K03460,3983
2005,Vechta,,K03460,8901
2005,Vechta,maennlich,K03460,4798
2005,Vechta,weiblich,K03460,4103
2006,Vechta,,K03460,8932
2006,Vechta,maennlich,K03460,4844
2006,Vechta,weiblich,K03460,4088
2007,Vechta,,K03460,8945
2007,Vechta,maennlich,K03460,4814
2007,Vechta,weiblich,K03460,4131
2008,Vechta,,K03460,9034
2008,Vechta,maennlich,K03460,4787
2008,Vechta,weiblich,K03460,4247
2009,Vechta,,K03460,9364
2009,Vechta,maennlich,K03460,4965
2009,Vechta,weiblich,K03460,4399
2010,Vechta,,K03460,9897
2010,Vechta,maennlich,K03460,5302
2010,Vechta,weiblich,K03460,4595
2011,Vechta,,K03460,10724
2011,Vechta,maennlich,K03460,5797
2011,Vechta,weiblich,K03460,4927
2012,Vechta,,K03460,11183
2012,Vechta,maennlich,K03460,6062
2012,Vechta,weiblich,K03460,5121
2013,Vechta,,K03460,11803
2013,Vechta,maennlich,K03460,6433
2013,Vechta,weiblich,K03460,5370
2014,Vechta,,K03460,13386
2014,Vechta,maennlich,K03460,7316
2014,Vechta,weiblich,K03460,6070
2015,Vechta,,K03460,15697
2015,Vechta,maennlich,K03460,8738
2015,Vechta,weiblich,K03460,6959
2016,Vechta,,K03460,17665
2016,Vechta,maennlich,K03460,9895
2016,Vechta,weiblich,K03460,7770
2017,Vechta,,K03460,18640
2017,Vechta,maennlich,K03460,10370
2017,Vechta,weiblich,K03460,8270
2018,Vechta,,K03460,19790
2018,Vechta,maennlich,K03460,10915
2018,Vechta,weiblich,K03460,8875
1978,Wesermarsch,,K03461,2781
1978,Wesermarsch,maennlich,K03461,1534
1978,Wesermarsch,weiblich,K03461,1247
1979,Wesermarsch,,K03461,2830
1979,Wesermarsch,maennlich,K03461,1570
1979,Wesermarsch,weiblich,K03461,1260
1980,Wesermarsch,,K03461,3203
1980,Wesermarsch,maennlich,K03461,1803
1980,Wesermarsch,weiblich,K03461,1400
1981,Wesermarsch,,K03461,3599
1981,Wesermarsch,maennlich,K03461,2131
1981,Wesermarsch,weiblich,K03461,1468
1982,Wesermarsch,,K03461,3656
1982,Wesermarsch,maennlich,K03461,2167
1982,Wesermarsch,weiblich,K03461,1489
1983,Wesermarsch,,K03461,3789
1983,Wesermarsch,maennlich,K03461,2233
1983,Wesermarsch,weiblich,K03461,1556
1984,Wesermarsch,,K03461,3325
1984,Wesermarsch,maennlich,K03461,1864
1984,Wesermarsch,weiblich,K03461,1461
1985,Wesermarsch,,K03461,3346
1985,Wesermarsch,maennlich,K03461,1908
1985,Wesermarsch,weiblich,K03461,1438
1986,Wesermarsch,,K03461,3532
1986,Wesermarsch,maennlich,K03461,2038
1986,Wesermarsch,weiblich,K03461,1494
1987,Wesermarsch,,K03461,3662
1987,Wesermarsch,maennlich,K03461,2144
1987,Wesermarsch,weiblich,K03461,1518
1990,Wesermarsch,,K03461,4810
1990,Wesermarsch,maennlich,K03461,2893
1990,Wesermarsch,weiblich,K03461,1917
1991,Wesermarsch,,K03461,4995
1991,Wesermarsch,maennlich,K03461,3039
1991,Wesermarsch,weiblich,K03461,1956
1992,Wesermarsch,,K03461,5617
1992,Wesermarsch,maennlich,K03461,3486
1992,Wesermarsch,weiblich,K03461,2131
1993,Wesermarsch,,K03461,5652
1993,Wesermarsch,maennlich,K03461,3272
1993,Wesermarsch,weiblich,K03461,2380
1994,Wesermarsch,,K03461,5475
1994,Wesermarsch,maennlich,K03461,3159
1994,Wesermarsch,weiblich,K03461,2316
1995,Wesermarsch,,K03461,5823
1995,Wesermarsch,maennlich,K03461,3342
1995,Wesermarsch,weiblich,K03461,2481
1996,Wesermarsch,,K03461,5838
1996,Wesermarsch,maennlich,K03461,3295
1996,Wesermarsch,weiblich,K03461,2543
1997,Wesermarsch,,K03461,5809
1997,Wesermarsch,maennlich,K03461,3349
1997,Wesermarsch,weiblich,K03461,2460
1998,Wesermarsch,,K03461,5509
1998,Wesermarsch,maennlich,K03461,3116
1998,Wesermarsch,weiblich,K03461,2393
1999,Wesermarsch,,K03461,5502
1999,Wesermarsch,maennlich,K03461,3111
1999,Wesermarsch,weiblich,K03461,2391
2000,Wesermarsch,,K03461,4935
2000,Wesermarsch,maennlich,K03461,2677
2000,Wesermarsch,weiblich,K03461,2258
2001,Wesermarsch,,K03461,5083
2001,Wesermarsch,maennlich,K03461,2787
2001,Wesermarsch,weiblich,K03461,2296
2002,Wesermarsch,,K03461,5026
2002,Wesermarsch,maennlich,K03461,2727
2002,Wesermarsch,weiblich,K03461,2299
2003,Wesermarsch,,K03461,5028
2003,Wesermarsch,maennlich,K03461,2720
2003,Wesermarsch,weiblich,K03461,2308
2004,Wesermarsch,,K03461,5250
2004,Wesermarsch,maennlich,K03461,2805
2004,Wesermarsch,weiblich,K03461,2445
2005,Wesermarsch,,K03461,5233
2005,Wesermarsch,maennlich,K03461,2821
2005,Wesermarsch,weiblich,K03461,2412
2006,Wesermarsch,,K03461,5295
2006,Wesermarsch,maennlich,K03461,2899
2006,Wesermarsch,weiblich,K03461,2396
2007,Wesermarsch,,K03461,5168
2007,Wesermarsch,maennlich,K03461,2813
2007,Wesermarsch,weiblich,K03461,2355
2008,Wesermarsch,,K03461,5077
2008,Wesermarsch,maennlich,K03461,2776
2008,Wesermarsch,weiblich,K03461,2301
2009,Wesermarsch,,K03461,4960
2009,Wesermarsch,maennlich,K03461,2717
2009,Wesermarsch,weiblich,K03461,2243
2010,Wesermarsch,,K03461,4763
2010,Wesermarsch,maennlich,K03461,2631
2010,Wesermarsch,weiblich,K03461,2132
2011,Wesermarsch,,K03461,4679
2011,Wesermarsch,maennlich,K03461,2539
2011,Wesermarsch,weiblich,K03461,2140
2012,Wesermarsch,,K03461,4669
2012,Wesermarsch,maennlich,K03461,2502
2012,Wesermarsch,weiblich,K03461,2167
2013,Wesermarsch,,K03461,4943
2013,Wesermarsch,maennlich,K03461,2695
2013,Wesermarsch,weiblich,K03461,2248
2014,Wesermarsch,,K03461,5280
2014,Wesermarsch,maennlich,K03461,2892
2014,Wesermarsch,weiblich,K03461,2388
2015,Wesermarsch,,K03461,6429
2015,Wesermarsch,maennlich,K03461,3638
2015,Wesermarsch,weiblich,K03461,2791
2016,Wesermarsch,,K03461,7260
2016,Wesermarsch,maennlich,K03461,4145
2016,Wesermarsch,weiblich,K03461,3115
2017,Wesermarsch,,K03461,7325
2017,Wesermarsch,maennlich,K03461,4185
2017,Wesermarsch,weiblich,K03461,3145
2018,Wesermarsch,,K03461,7455
2018,Wesermarsch,maennlich,K03461,4195
2018,Wesermarsch,weiblich,K03461,3255
1978,Wittmund,,K03462,0
1978,Wittmund,maennlich,K03462,0
1978,Wittmund,weiblich,K03462,0
1979,Wittmund,,K03462,0
1979,Wittmund,maennlich,K03462,0
1979,Wittmund,weiblich,K03462,0
1980,Wittmund,,K03462,750
1980,Wittmund,maennlich,K03462,448
1980,Wittmund,weiblich,K03462,302
1981,Wittmund,,K03462,778
1981,Wittmund,maennlich,K03462,466
1981,Wittmund,weiblich,K03462,312
1982,Wittmund,,K03462,773
1982,Wittmund,maennlich,K03462,444
1982,Wittmund,weiblich,K03462,329
1983,Wittmund,,K03462,714
1983,Wittmund,maennlich,K03462,405
