Year,Gebietseinheit,sex,GeoCode,Value
1994,Harburg,maennlich,K03353,5304
1994,Harburg,weiblich,K03353,4264
1995,Harburg,,K03353,10245
1995,Harburg,maennlich,K03353,5582
1995,Harburg,weiblich,K03353,4663
1996,Harburg,,K03353,10699
1996,Harburg,maennlich,K03353,5787
1996,Harburg,weiblich,K03353,4912
1997,Harburg,,K03353,10654
1997,Harburg,maennlich,K03353,5669
1997,Harburg,weiblich,K03353,4985
1998,Harburg,,K03353,10823
1998,Harburg,maennlich,K03353,5691
1998,Harburg,weiblich,K03353,5132
1999,Harburg,,K03353,11288
1999,Harburg,maennlich,K03353,5841
1999,Harburg,weiblich,K03353,5447
2000,Harburg,,K03353,11364
2000,Harburg,maennlich,K03353,5863
2000,Harburg,weiblich,K03353,5501
2001,Harburg,,K03353,11315
2001,Harburg,maennlich,K03353,5793
2001,Harburg,weiblich,K03353,5522
2002,Harburg,,K03353,11277
2002,Harburg,maennlich,K03353,5705
2002,Harburg,weiblich,K03353,5572
2003,Harburg,,K03353,11246
2003,Harburg,maennlich,K03353,5562
2003,Harburg,weiblich,K03353,5684
2004,Harburg,,K03353,11271
2004,Harburg,maennlich,K03353,5541
2004,Harburg,weiblich,K03353,5730
2005,Harburg,,K03353,11011
2005,Harburg,maennlich,K03353,5383
2005,Harburg,weiblich,K03353,5628
2006,Harburg,,K03353,10667
2006,Harburg,maennlich,K03353,5190
2006,Harburg,weiblich,K03353,5477
2007,Harburg,,K03353,10514
2007,Harburg,maennlich,K03353,5092
2007,Harburg,weiblich,K03353,5422
2008,Harburg,,K03353,10670
2008,Harburg,maennlich,K03353,5206
2008,Harburg,weiblich,K03353,5464
2009,Harburg,,K03353,10975
2009,Harburg,maennlich,K03353,5421
2009,Harburg,weiblich,K03353,5554
2010,Harburg,,K03353,11183
2010,Harburg,maennlich,K03353,5541
2010,Harburg,weiblich,K03353,5642
2011,Harburg,,K03353,11025
2011,Harburg,maennlich,K03353,5416
2011,Harburg,weiblich,K03353,5609
2012,Harburg,,K03353,11307
2012,Harburg,maennlich,K03353,5552
2012,Harburg,weiblich,K03353,5755
2013,Harburg,,K03353,11651
2013,Harburg,maennlich,K03353,5856
2013,Harburg,weiblich,K03353,5795
2014,Harburg,,K03353,12035
2014,Harburg,maennlich,K03353,6221
2014,Harburg,weiblich,K03353,5814
2015,Harburg,,K03353,13092
2015,Harburg,maennlich,K03353,7035
2015,Harburg,weiblich,K03353,6057
2016,Harburg,,K03353,16015
2016,Harburg,maennlich,K03353,9345
2016,Harburg,weiblich,K03353,6665
2017,Harburg,,K03353,17475
2017,Harburg,maennlich,K03353,10060
2017,Harburg,weiblich,K03353,7415
2018,Harburg,,K03353,18930
2018,Harburg,maennlich,K03353,10945
2018,Harburg,weiblich,K03353,7990
1978,Lüchow-Dannenberg,,K03354,306
1978,Lüchow-Dannenberg,maennlich,K03354,168
1978,Lüchow-Dannenberg,weiblich,K03354,138
1979,Lüchow-Dannenberg,,K03354,307
1979,Lüchow-Dannenberg,maennlich,K03354,163
1979,Lüchow-Dannenberg,weiblich,K03354,144
1980,Lüchow-Dannenberg,,K03354,384
1980,Lüchow-Dannenberg,maennlich,K03354,217
1980,Lüchow-Dannenberg,weiblich,K03354,167
1981,Lüchow-Dannenberg,,K03354,467
1981,Lüchow-Dannenberg,maennlich,K03354,292
1981,Lüchow-Dannenberg,weiblich,K03354,175
1982,Lüchow-Dannenberg,,K03354,483
1982,Lüchow-Dannenberg,maennlich,K03354,284
1982,Lüchow-Dannenberg,weiblich,K03354,199
1983,Lüchow-Dannenberg,,K03354,453
1983,Lüchow-Dannenberg,maennlich,K03354,244
1983,Lüchow-Dannenberg,weiblich,K03354,209
1984,Lüchow-Dannenberg,,K03354,469
1984,Lüchow-Dannenberg,maennlich,K03354,245
1984,Lüchow-Dannenberg,weiblich,K03354,224
1985,Lüchow-Dannenberg,,K03354,491
1985,Lüchow-Dannenberg,maennlich,K03354,270
1985,Lüchow-Dannenberg,weiblich,K03354,221
1986,Lüchow-Dannenberg,,K03354,553
1986,Lüchow-Dannenberg,maennlich,K03354,299
1986,Lüchow-Dannenberg,weiblich,K03354,254
1987,Lüchow-Dannenberg,,K03354,574
1987,Lüchow-Dannenberg,maennlich,K03354,326
1987,Lüchow-Dannenberg,weiblich,K03354,248
1990,Lüchow-Dannenberg,,K03354,806
1990,Lüchow-Dannenberg,maennlich,K03354,427
1990,Lüchow-Dannenberg,weiblich,K03354,379
1991,Lüchow-Dannenberg,,K03354,942
1991,Lüchow-Dannenberg,maennlich,K03354,512
1991,Lüchow-Dannenberg,weiblich,K03354,430
1992,Lüchow-Dannenberg,,K03354,1142
1992,Lüchow-Dannenberg,maennlich,K03354,634
1992,Lüchow-Dannenberg,weiblich,K03354,508
1993,Lüchow-Dannenberg,,K03354,1297
1993,Lüchow-Dannenberg,maennlich,K03354,712
1993,Lüchow-Dannenberg,weiblich,K03354,585
1994,Lüchow-Dannenberg,,K03354,1245
1994,Lüchow-Dannenberg,maennlich,K03354,681
1994,Lüchow-Dannenberg,weiblich,K03354,564
1995,Lüchow-Dannenberg,,K03354,1332
1995,Lüchow-Dannenberg,maennlich,K03354,745
1995,Lüchow-Dannenberg,weiblich,K03354,587
1996,Lüchow-Dannenberg,,K03354,1273
1996,Lüchow-Dannenberg,maennlich,K03354,696
1996,Lüchow-Dannenberg,weiblich,K03354,577
1997,Lüchow-Dannenberg,,K03354,1271
1997,Lüchow-Dannenberg,maennlich,K03354,677
1997,Lüchow-Dannenberg,weiblich,K03354,594
1998,Lüchow-Dannenberg,,K03354,1253
1998,Lüchow-Dannenberg,maennlich,K03354,648
1998,Lüchow-Dannenberg,weiblich,K03354,605
1999,Lüchow-Dannenberg,,K03354,1213
1999,Lüchow-Dannenberg,maennlich,K03354,609
1999,Lüchow-Dannenberg,weiblich,K03354,604
2000,Lüchow-Dannenberg,,K03354,1225
2000,Lüchow-Dannenberg,maennlich,K03354,609
2000,Lüchow-Dannenberg,weiblich,K03354,616
2001,Lüchow-Dannenberg,,K03354,1228
2001,Lüchow-Dannenberg,maennlich,K03354,606
2001,Lüchow-Dannenberg,weiblich,K03354,622
2002,Lüchow-Dannenberg,,K03354,1308
2002,Lüchow-Dannenberg,maennlich,K03354,663
2002,Lüchow-Dannenberg,weiblich,K03354,645
2003,Lüchow-Dannenberg,,K03354,1305
2003,Lüchow-Dannenberg,maennlich,K03354,684
2003,Lüchow-Dannenberg,weiblich,K03354,621
2004,Lüchow-Dannenberg,,K03354,1298
2004,Lüchow-Dannenberg,maennlich,K03354,703
2004,Lüchow-Dannenberg,weiblich,K03354,595
2005,Lüchow-Dannenberg,,K03354,1273
2005,Lüchow-Dannenberg,maennlich,K03354,672
2005,Lüchow-Dannenberg,weiblich,K03354,601
2006,Lüchow-Dannenberg,,K03354,1267
2006,Lüchow-Dannenberg,maennlich,K03354,658
2006,Lüchow-Dannenberg,weiblich,K03354,609
2007,Lüchow-Dannenberg,,K03354,1301
2007,Lüchow-Dannenberg,maennlich,K03354,685
2007,Lüchow-Dannenberg,weiblich,K03354,616
2008,Lüchow-Dannenberg,,K03354,1372
2008,Lüchow-Dannenberg,maennlich,K03354,754
2008,Lüchow-Dannenberg,weiblich,K03354,618
2009,Lüchow-Dannenberg,,K03354,1464
2009,Lüchow-Dannenberg,maennlich,K03354,832
2009,Lüchow-Dannenberg,weiblich,K03354,632
2010,Lüchow-Dannenberg,,K03354,1487
2010,Lüchow-Dannenberg,maennlich,K03354,854
2010,Lüchow-Dannenberg,weiblich,K03354,633
2011,Lüchow-Dannenberg,,K03354,1456
2011,Lüchow-Dannenberg,maennlich,K03354,821
2011,Lüchow-Dannenberg,weiblich,K03354,635
2012,Lüchow-Dannenberg,,K03354,1601
2012,Lüchow-Dannenberg,maennlich,K03354,916
2012,Lüchow-Dannenberg,weiblich,K03354,685
2013,Lüchow-Dannenberg,,K03354,1882
2013,Lüchow-Dannenberg,maennlich,K03354,1088
2013,Lüchow-Dannenberg,weiblich,K03354,794
2014,Lüchow-Dannenberg,,K03354,2244
2014,Lüchow-Dannenberg,maennlich,K03354,1276
2014,Lüchow-Dannenberg,weiblich,K03354,968
2015,Lüchow-Dannenberg,,K03354,2767
2015,Lüchow-Dannenberg,maennlich,K03354,1544
2015,Lüchow-Dannenberg,weiblich,K03354,1223
2016,Lüchow-Dannenberg,,K03354,2825
2016,Lüchow-Dannenberg,maennlich,K03354,1575
2016,Lüchow-Dannenberg,weiblich,K03354,1250
2017,Lüchow-Dannenberg,,K03354,2585
2017,Lüchow-Dannenberg,maennlich,K03354,1365
2017,Lüchow-Dannenberg,weiblich,K03354,1220
2018,Lüchow-Dannenberg,,K03354,2665
2018,Lüchow-Dannenberg,maennlich,K03354,1435
2018,Lüchow-Dannenberg,weiblich,K03354,1230
1978,Lüneburg,,K03355,2455
1978,Lüneburg,maennlich,K03355,1473
1978,Lüneburg,weiblich,K03355,982
1979,Lüneburg,,K03355,2601
1979,Lüneburg,maennlich,K03355,1538
1979,Lüneburg,weiblich,K03355,1063
1980,Lüneburg,,K03355,2831
1980,Lüneburg,maennlich,K03355,1682
1980,Lüneburg,weiblich,K03355,1149
1981,Lüneburg,,K03355,2978
1981,Lüneburg,maennlich,K03355,1782
1981,Lüneburg,weiblich,K03355,1196
1982,Lüneburg,,K03355,3055
1982,Lüneburg,maennlich,K03355,1835
1982,Lüneburg,weiblich,K03355,1220
1983,Lüneburg,,K03355,2759
1983,Lüneburg,maennlich,K03355,1579
1983,Lüneburg,weiblich,K03355,1180
1984,Lüneburg,,K03355,2628
1984,Lüneburg,maennlich,K03355,1500
1984,Lüneburg,weiblich,K03355,1128
1985,Lüneburg,,K03355,2612
1985,Lüneburg,maennlich,K03355,1457
1985,Lüneburg,weiblich,K03355,1155
1986,Lüneburg,,K03355,2835
1986,Lüneburg,maennlich,K03355,1585
1986,Lüneburg,weiblich,K03355,1250
1987,Lüneburg,,K03355,2958
1987,Lüneburg,maennlich,K03355,1654
1987,Lüneburg,weiblich,K03355,1304
1990,Lüneburg,,K03355,3794
1990,Lüneburg,maennlich,K03355,2114
1990,Lüneburg,weiblich,K03355,1680
1991,Lüneburg,,K03355,4232
1991,Lüneburg,maennlich,K03355,2356
1991,Lüneburg,weiblich,K03355,1876
1992,Lüneburg,,K03355,4905
1992,Lüneburg,maennlich,K03355,2805
1992,Lüneburg,weiblich,K03355,2100
1993,Lüneburg,,K03355,5020
1993,Lüneburg,maennlich,K03355,2796
1993,Lüneburg,weiblich,K03355,2224
1994,Lüneburg,,K03355,5991
1994,Lüneburg,maennlich,K03355,3425
1994,Lüneburg,weiblich,K03355,2566
1995,Lüneburg,,K03355,6677
1995,Lüneburg,maennlich,K03355,3825
1995,Lüneburg,weiblich,K03355,2852
1996,Lüneburg,,K03355,6589
1996,Lüneburg,maennlich,K03355,3735
1996,Lüneburg,weiblich,K03355,2854
1997,Lüneburg,,K03355,6580
1997,Lüneburg,maennlich,K03355,3641
1997,Lüneburg,weiblich,K03355,2939
1998,Lüneburg,,K03355,6219
1998,Lüneburg,maennlich,K03355,3292
1998,Lüneburg,weiblich,K03355,2927
1999,Lüneburg,,K03355,6359
1999,Lüneburg,maennlich,K03355,3321
1999,Lüneburg,weiblich,K03355,3038
2000,Lüneburg,,K03355,6704
2000,Lüneburg,maennlich,K03355,3473
2000,Lüneburg,weiblich,K03355,3231
2001,Lüneburg,,K03355,6964
2001,Lüneburg,maennlich,K03355,3608
2001,Lüneburg,weiblich,K03355,3356
2002,Lüneburg,,K03355,7203
2002,Lüneburg,maennlich,K03355,3653
2002,Lüneburg,weiblich,K03355,3550
2003,Lüneburg,,K03355,7231
2003,Lüneburg,maennlich,K03355,3598
2003,Lüneburg,weiblich,K03355,3633
2004,Lüneburg,,K03355,6995
2004,Lüneburg,maennlich,K03355,3400
2004,Lüneburg,weiblich,K03355,3595
2005,Lüneburg,,K03355,6903
2005,Lüneburg,maennlich,K03355,3339
2005,Lüneburg,weiblich,K03355,3564
2006,Lüneburg,,K03355,6746
2006,Lüneburg,maennlich,K03355,3251
2006,Lüneburg,weiblich,K03355,3495
2007,Lüneburg,,K03355,6556
2007,Lüneburg,maennlich,K03355,3136
2007,Lüneburg,weiblich,K03355,3420
2008,Lüneburg,,K03355,6390
2008,Lüneburg,maennlich,K03355,3063
2008,Lüneburg,weiblich,K03355,3327
2009,Lüneburg,,K03355,6394
2009,Lüneburg,maennlich,K03355,3077
2009,Lüneburg,weiblich,K03355,3317
2010,Lüneburg,,K03355,6385
2010,Lüneburg,maennlich,K03355,3074
2010,Lüneburg,weiblich,K03355,3311
2011,Lüneburg,,K03355,6645
2011,Lüneburg,maennlich,K03355,3248
2011,Lüneburg,weiblich,K03355,3397
2012,Lüneburg,,K03355,6993
2012,Lüneburg,maennlich,K03355,3469
2012,Lüneburg,weiblich,K03355,3524
2013,Lüneburg,,K03355,7514
2013,Lüneburg,maennlich,K03355,3763
2013,Lüneburg,weiblich,K03355,3751
2014,Lüneburg,,K03355,8364
2014,Lüneburg,maennlich,K03355,4284
2014,Lüneburg,weiblich,K03355,4080
2015,Lüneburg,,K03355,9418
2015,Lüneburg,maennlich,K03355,5037
2015,Lüneburg,weiblich,K03355,4381
2016,Lüneburg,,K03355,11800
2016,Lüneburg,maennlich,K03355,6570
2016,Lüneburg,weiblich,K03355,5230
2017,Lüneburg,,K03355,12105
2017,Lüneburg,maennlich,K03355,6660
2017,Lüneburg,weiblich,K03355,5440
2018,Lüneburg,,K03355,12760
2018,Lüneburg,maennlich,K03355,7010
2018,Lüneburg,weiblich,K03355,5745
1978,Osterholz,,K03356,986
1978,Osterholz,maennlich,K03356,521
1978,Osterholz,weiblich,K03356,465
1979,Osterholz,,K03356,1056
1979,Osterholz,maennlich,K03356,565
1979,Osterholz,weiblich,K03356,491
1980,Osterholz,,K03356,1186
1980,Osterholz,maennlich,K03356,647
1980,Osterholz,weiblich,K03356,539
1981,Osterholz,,K03356,1337
1981,Osterholz,maennlich,K03356,770
1981,Osterholz,weiblich,K03356,567
1982,Osterholz,,K03356,1379
1982,Osterholz,maennlich,K03356,790
1982,Osterholz,weiblich,K03356,589
1983,Osterholz,,K03356,1404
1983,Osterholz,maennlich,K03356,781
1983,Osterholz,weiblich,K03356,623
1984,Osterholz,,K03356,1380
1984,Osterholz,maennlich,K03356,751
1984,Osterholz,weiblich,K03356,629
1985,Osterholz,,K03356,1410
1985,Osterholz,maennlich,K03356,792
1985,Osterholz,weiblich,K03356,618
1986,Osterholz,,K03356,1564
1986,Osterholz,maennlich,K03356,882
1986,Osterholz,weiblich,K03356,682
1987,Osterholz,,K03356,1615
1987,Osterholz,maennlich,K03356,897
1987,Osterholz,weiblich,K03356,718
1990,Osterholz,,K03356,2221
1990,Osterholz,maennlich,K03356,1230
1990,Osterholz,weiblich,K03356,991
1991,Osterholz,,K03356,2510
1991,Osterholz,maennlich,K03356,1379
1991,Osterholz,weiblich,K03356,1131
1992,Osterholz,,K03356,3329
1992,Osterholz,maennlich,K03356,1887
1992,Osterholz,weiblich,K03356,1442
1993,Osterholz,,K03356,3551
1993,Osterholz,maennlich,K03356,1952
1993,Osterholz,weiblich,K03356,1599
1994,Osterholz,,K03356,3655
1994,Osterholz,maennlich,K03356,2009
1994,Osterholz,weiblich,K03356,1646
1995,Osterholz,,K03356,3914
1995,Osterholz,maennlich,K03356,2155
1995,Osterholz,weiblich,K03356,1759
1996,Osterholz,,K03356,4007
1996,Osterholz,maennlich,K03356,2135
1996,Osterholz,weiblich,K03356,1872
1997,Osterholz,,K03356,3983
1997,Osterholz,maennlich,K03356,2104
1997,Osterholz,weiblich,K03356,1879
1998,Osterholz,,K03356,4036
1998,Osterholz,maennlich,K03356,2125
1998,Osterholz,weiblich,K03356,1911
1999,Osterholz,,K03356,4127
1999,Osterholz,maennlich,K03356,2139
1999,Osterholz,weiblich,K03356,1988
2000,Osterholz,,K03356,4236
2000,Osterholz,maennlich,K03356,2162
2000,Osterholz,weiblich,K03356,2074
2001,Osterholz,,K03356,4268
2001,Osterholz,maennlich,K03356,2162
2001,Osterholz,weiblich,K03356,2106
2002,Osterholz,,K03356,4244
2002,Osterholz,maennlich,K03356,2061
2002,Osterholz,weiblich,K03356,2183
2003,Osterholz,,K03356,4167
2003,Osterholz,maennlich,K03356,2005
2003,Osterholz,weiblich,K03356,2162
2004,Osterholz,,K03356,4045
2004,Osterholz,maennlich,K03356,1959
2004,Osterholz,weiblich,K03356,2086
2005,Osterholz,,K03356,3984
2005,Osterholz,maennlich,K03356,1903
2005,Osterholz,weiblich,K03356,2081
2006,Osterholz,,K03356,3951
2006,Osterholz,maennlich,K03356,1891
2006,Osterholz,weiblich,K03356,2060
2007,Osterholz,,K03356,3915
2007,Osterholz,maennlich,K03356,1875
2007,Osterholz,weiblich,K03356,2040
2008,Osterholz,,K03356,3854
2008,Osterholz,maennlich,K03356,1827
2008,Osterholz,weiblich,K03356,2027
2009,Osterholz,,K03356,3793
2009,Osterholz,maennlich,K03356,1794
2009,Osterholz,weiblich,K03356,1999
2010,Osterholz,,K03356,3766
2010,Osterholz,maennlich,K03356,1745
2010,Osterholz,weiblich,K03356,2021
2011,Osterholz,,K03356,3961
2011,Osterholz,maennlich,K03356,1871
2011,Osterholz,weiblich,K03356,2090
2012,Osterholz,,K03356,4181
2012,Osterholz,maennlich,K03356,2045
2012,Osterholz,weiblich,K03356,2136
2013,Osterholz,,K03356,4489
2013,Osterholz,maennlich,K03356,2233
2013,Osterholz,weiblich,K03356,2256
2014,Osterholz,,K03356,5090
2014,Osterholz,maennlich,K03356,2573
2014,Osterholz,weiblich,K03356,2517
2015,Osterholz,,K03356,6083
2015,Osterholz,maennlich,K03356,3122
2015,Osterholz,weiblich,K03356,2961
2016,Osterholz,,K03356,6210
2016,Osterholz,maennlich,K03356,3230
2016,Osterholz,weiblich,K03356,2980
2017,Osterholz,,K03356,6360
2017,Osterholz,maennlich,K03356,3305
2017,Osterholz,weiblich,K03356,3055
2018,Osterholz,,K03356,6560
2018,Osterholz,maennlich,K03356,3395
2018,Osterholz,weiblich,K03356,3165
1978,Rotenburg (Wümme),,K03357,1487
1978,Rotenburg (Wümme),maennlich,K03357,938
1978,Rotenburg (Wümme),weiblich,K03357,549
1979,Rotenburg (Wümme),,K03357,1684
1979,Rotenburg (Wümme),maennlich,K03357,1044
1979,Rotenburg (Wümme),weiblich,K03357,640
1980,Rotenburg (Wümme),,K03357,2011
1980,Rotenburg (Wümme),maennlich,K03357,1250
1980,Rotenburg (Wümme),weiblich,K03357,761
1981,Rotenburg (Wümme),,K03357,2152
1981,Rotenburg (Wümme),maennlich,K03357,1334
1981,Rotenburg (Wümme),weiblich,K03357,818
1982,Rotenburg (Wümme),,K03357,2267
1982,Rotenburg (Wümme),maennlich,K03357,1396
1982,Rotenburg (Wümme),weiblich,K03357,871
1983,Rotenburg (Wümme),,K03357,2190
1983,Rotenburg (Wümme),maennlich,K03357,1318
1983,Rotenburg (Wümme),weiblich,K03357,872
1984,Rotenburg (Wümme),,K03357,2168
1984,Rotenburg (Wümme),maennlich,K03357,1302
1984,Rotenburg (Wümme),weiblich,K03357,866
1985,Rotenburg (Wümme),,K03357,2276
1985,Rotenburg (Wümme),maennlich,K03357,1376
1985,Rotenburg (Wümme),weiblich,K03357,900
1986,Rotenburg (Wümme),,K03357,2428
1986,Rotenburg (Wümme),maennlich,K03357,1479
1986,Rotenburg (Wümme),weiblich,K03357,949
1987,Rotenburg (Wümme),,K03357,2475
1987,Rotenburg (Wümme),maennlich,K03357,1479
1987,Rotenburg (Wümme),weiblich,K03357,996
1990,Rotenburg (Wümme),,K03357,3364
1990,Rotenburg (Wümme),maennlich,K03357,1950
1990,Rotenburg (Wümme),weiblich,K03357,1414
1991,Rotenburg (Wümme),,K03357,3747
1991,Rotenburg (Wümme),maennlich,K03357,2192
1991,Rotenburg (Wümme),weiblich,K03357,1555
1992,Rotenburg (Wümme),,K03357,4850
1992,Rotenburg (Wümme),maennlich,K03357,2828
1992,Rotenburg (Wümme),weiblich,K03357,2022
1993,Rotenburg (Wümme),,K03357,4770
1993,Rotenburg (Wümme),maennlich,K03357,2701
1993,Rotenburg (Wümme),weiblich,K03357,2069
1994,Rotenburg (Wümme),,K03357,4897
1994,Rotenburg (Wümme),maennlich,K03357,2768
1994,Rotenburg (Wümme),weiblich,K03357,2129
1995,Rotenburg (Wümme),,K03357,5531
1995,Rotenburg (Wümme),maennlich,K03357,3165
1995,Rotenburg (Wümme),weiblich,K03357,2366
1996,Rotenburg (Wümme),,K03357,5691
1996,Rotenburg (Wümme),maennlich,K03357,3211
1996,Rotenburg (Wümme),weiblich,K03357,2480
1997,Rotenburg (Wümme),,K03357,5825
1997,Rotenburg (Wümme),maennlich,K03357,3251
1997,Rotenburg (Wümme),weiblich,K03357,2574
1998,Rotenburg (Wümme),,K03357,5936
1998,Rotenburg (Wümme),maennlich,K03357,3317
1998,Rotenburg (Wümme),weiblich,K03357,2619
1999,Rotenburg (Wümme),,K03357,6295
1999,Rotenburg (Wümme),maennlich,K03357,3502
1999,Rotenburg (Wümme),weiblich,K03357,2793
2000,Rotenburg (Wümme),,K03357,6519
2000,Rotenburg (Wümme),maennlich,K03357,3596
2000,Rotenburg (Wümme),weiblich,K03357,2923
2001,Rotenburg (Wümme),,K03357,6606
2001,Rotenburg (Wümme),maennlich,K03357,3585
2001,Rotenburg (Wümme),weiblich,K03357,3021
2002,Rotenburg (Wümme),,K03357,6527
2002,Rotenburg (Wümme),maennlich,K03357,3520
2002,Rotenburg (Wümme),weiblich,K03357,3007
2003,Rotenburg (Wümme),,K03357,6581
2003,Rotenburg (Wümme),maennlich,K03357,3539
2003,Rotenburg (Wümme),weiblich,K03357,3042
2004,Rotenburg (Wümme),,K03357,6608
2004,Rotenburg (Wümme),maennlich,K03357,3496
2004,Rotenburg (Wümme),weiblich,K03357,3112
2005,Rotenburg (Wümme),,K03357,6581
2005,Rotenburg (Wümme),maennlich,K03357,3470
2005,Rotenburg (Wümme),weiblich,K03357,3111
2006,Rotenburg (Wümme),,K03357,6516
2006,Rotenburg (Wümme),maennlich,K03357,3451
2006,Rotenburg (Wümme),weiblich,K03357,3065
2007,Rotenburg (Wümme),,K03357,6495
2007,Rotenburg (Wümme),maennlich,K03357,3411
2007,Rotenburg (Wümme),weiblich,K03357,3084
2008,Rotenburg (Wümme),,K03357,6402
2008,Rotenburg (Wümme),maennlich,K03357,3368
2008,Rotenburg (Wümme),weiblich,K03357,3034
2009,Rotenburg (Wümme),,K03357,6292
2009,Rotenburg (Wümme),maennlich,K03357,3332
2009,Rotenburg (Wümme),weiblich,K03357,2960
2010,Rotenburg (Wümme),,K03357,6172
2010,Rotenburg (Wümme),maennlich,K03357,3230
2010,Rotenburg (Wümme),weiblich,K03357,2942
2011,Rotenburg (Wümme),,K03357,6347
2011,Rotenburg (Wümme),maennlich,K03357,3342
2011,Rotenburg (Wümme),weiblich,K03357,3005
2012,Rotenburg (Wümme),,K03357,6657
2012,Rotenburg (Wümme),maennlich,K03357,3570
2012,Rotenburg (Wümme),weiblich,K03357,3087
2013,Rotenburg (Wümme),,K03357,7204
2013,Rotenburg (Wümme),maennlich,K03357,3903
2013,Rotenburg (Wümme),weiblich,K03357,3301
2014,Rotenburg (Wümme),,K03357,7962
2014,Rotenburg (Wümme),maennlich,K03357,4411
2014,Rotenburg (Wümme),weiblich,K03357,3551
2015,Rotenburg (Wümme),,K03357,9727
2015,Rotenburg (Wümme),maennlich,K03357,5611
2015,Rotenburg (Wümme),weiblich,K03357,4116
2016,Rotenburg (Wümme),,K03357,10720
2016,Rotenburg (Wümme),maennlich,K03357,6245
2016,Rotenburg (Wümme),weiblich,K03357,4480
2017,Rotenburg (Wümme),,K03357,10845
2017,Rotenburg (Wümme),maennlich,K03357,6210
2017,Rotenburg (Wümme),weiblich,K03357,4635
2018,Rotenburg (Wümme),,K03357,11145
2018,Rotenburg (Wümme),maennlich,K03357,6270
2018,Rotenburg (Wümme),weiblich,K03357,4875
1978,Heidekreis,,K03358,2916
1978,Heidekreis,maennlich,K03358,1785
1978,Heidekreis,weiblich,K03358,1131
1979,Heidekreis,,K03358,2954
1979,Heidekreis,maennlich,K03358,1815
1979,Heidekreis,weiblich,K03358,1139
1980,Heidekreis,,K03358,3078
1980,Heidekreis,maennlich,K03358,1883
1980,Heidekreis,weiblich,K03358,1195
1981,Heidekreis,,K03358,3213
1981,Heidekreis,maennlich,K03358,1978
1981,Heidekreis,weiblich,K03358,1235
1982,Heidekreis,,K03358,3492
1982,Heidekreis,maennlich,K03358,2164
1982,Heidekreis,weiblich,K03358,1328
1983,Heidekreis,,K03358,3358
1983,Heidekreis,maennlich,K03358,2058
1983,Heidekreis,weiblich,K03358,1300
1984,Heidekreis,,K03358,3282
1984,Heidekreis,maennlich,K03358,1993
1984,Heidekreis,weiblich,K03358,1289
1985,Heidekreis,,K03358,3252
1985,Heidekreis,maennlich,K03358,1970
1985,Heidekreis,weiblich,K03358,1282
1986,Heidekreis,,K03358,3354
1986,Heidekreis,maennlich,K03358,2032
1986,Heidekreis,weiblich,K03358,1322
1987,Heidekreis,,K03358,3332
1987,Heidekreis,maennlich,K03358,1997
1987,Heidekreis,weiblich,K03358,1335
1990,Heidekreis,,K03358,3901
1990,Heidekreis,maennlich,K03358,2313
1990,Heidekreis,weiblich,K03358,1588
1991,Heidekreis,,K03358,4451
1991,Heidekreis,maennlich,K03358,2597
1991,Heidekreis,weiblich,K03358,1854
1992,Heidekreis,,K03358,5046
1992,Heidekreis,maennlich,K03358,2945
1992,Heidekreis,weiblich,K03358,2101
1993,Heidekreis,,K03358,5570
1993,Heidekreis,maennlich,K03358,3220
1993,Heidekreis,weiblich,K03358,2350
1994,Heidekreis,,K03358,5900
1994,Heidekreis,maennlich,K03358,3370
1994,Heidekreis,weiblich,K03358,2530
1995,Heidekreis,,K03358,6270
1995,Heidekreis,maennlich,K03358,3539
1995,Heidekreis,weiblich,K03358,2731
1996,Heidekreis,,K03358,6469
1996,Heidekreis,maennlich,K03358,3625
1996,Heidekreis,weiblich,K03358,2844
1997,Heidekreis,,K03358,6607
1997,Heidekreis,maennlich,K03358,3645
1997,Heidekreis,weiblich,K03358,2962
1998,Heidekreis,,K03358,6581
1998,Heidekreis,maennlich,K03358,3590
1998,Heidekreis,weiblich,K03358,2991
1999,Heidekreis,,K03358,6605
1999,Heidekreis,maennlich,K03358,3544
1999,Heidekreis,weiblich,K03358,3061
2000,Heidekreis,,K03358,6513
2000,Heidekreis,maennlich,K03358,3490
2000,Heidekreis,weiblich,K03358,3023
2001,Heidekreis,,K03358,6445
2001,Heidekreis,maennlich,K03358,3441
2001,Heidekreis,weiblich,K03358,3004
2002,Heidekreis,,K03358,6362
2002,Heidekreis,maennlich,K03358,3366
2002,Heidekreis,weiblich,K03358,2996
2003,Heidekreis,,K03358,6267
2003,Heidekreis,maennlich,K03358,3275
2003,Heidekreis,weiblich,K03358,2992
2004,Heidekreis,,K03358,5961
2004,Heidekreis,maennlich,K03358,3045
2004,Heidekreis,weiblich,K03358,2916
2005,Heidekreis,,K03358,5949
2005,Heidekreis,maennlich,K03358,3041
2005,Heidekreis,weiblich,K03358,2908
2006,Heidekreis,,K03358,5987
2006,Heidekreis,maennlich,K03358,3043
2006,Heidekreis,weiblich,K03358,2944
2007,Heidekreis,,K03358,5929
2007,Heidekreis,maennlich,K03358,3017
2007,Heidekreis,weiblich,K03358,2912
2008,Heidekreis,,K03358,5739
2008,Heidekreis,maennlich,K03358,2910
2008,Heidekreis,weiblich,K03358,2829
2009,Heidekreis,,K03358,5804
2009,Heidekreis,maennlich,K03358,2953
2009,Heidekreis,weiblich,K03358,2851
